"GBAN","cluster","Orc_genre","Orc_species","Fun_order","Fun_family","Fun_genus","Fun_species","lat","lon","geneRegion","DOI","Title","Author","Origin","pubmed","number","Notes","otu"
"KJ188592","Cluster 62","Neottia","Neottia cordata","Russulales","russulaceae","","",45.876944,6.403333,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","rus17"
"KJ188598","Cluster 48","Neottia","Neottia ovata ","Cantharellales","ceratobasidiaceae","","",48.873056,17.569722,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","cer13"
"KJ188609","Cluster 30","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","","",49.128889,13.658889,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"Agaricomycetes","the7"
"KJ188613","Cluster 41","Neottia","Neottia ovata ","Russulales","russulaceae","","",49.211944,13.341944,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","rus18"
"KJ188617","Cluster 33","Neottia","Neottia ovata ","Russulales","russulaceae","","",49.133611,13.503056,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","rus19"
"KR082155","Cluster 88","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb2"
"KR082156","Cluster 89","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb3"
"KR082157","Cluster 90","Neottia","Neottia ovata ","Cantharellales","ceratobasidiaceae","Ceratobasidium","Ceratobasidium albasitensis",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","cer14"
"KR082159","Cluster 94","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb4"
"KR082160","Cluster 93","Neottia","Neottia ovata ","Cantharellales","ceratobasidiaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"Ceratobasidium sp. UAMH 5443","cer15"
"KR082161","Cluster 91","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","tul47"
"KR082162","Cluster 96","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","the8"
"KR082163","Cluster 95","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb5"
"KR082164","Cluster 92","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb6"
"KR082165","Cluster 97","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","the9"
"KR082166","Cluster 98","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb7"
"KR082167","Cluster 101","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","Tomentella","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"Tomentella sp. ectomycorrhiza S69","the10"
"KR082168","Cluster 99","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb8"
"KR082169","Cluster 103","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb9"
"KR082172","Cluster 106","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb10"
"KR082173","Cluster 105","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb11"
"KR082174","Cluster 100","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb12"
"KR082175","Cluster 102","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","Sebacina","Sebacina vermifera",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb13"
"KR082176","Cluster 108","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"Sebacina sp. src723","seb14"
"KR082177","Cluster 107","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb15"
"KR082178","Cluster 104","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","tul48"
"KR082179","Cluster 113","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","the11"
"KR082180","Cluster 109","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","the12"
"KR082181","Cluster 130","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","Sebacina","Sebacina incrustans",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb16"
"KR082182","Cluster 112","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"Thelephoraceae sp. P309","the13"
"KR082184","Cluster 111","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","Tomentella","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","the14"
"KR082185","Cluster 139","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","Sebacina","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb17"
"KR082186","Cluster 110","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","Tomentella","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","the15"
"KR082188","Cluster 116","Neottia","Neottia ovata ","Agaricales","inocybaceae","Inocybe","Inocybe haemacta",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","ino1"
"KR082189","Cluster 120","Neottia","Neottia ovata ","Agaricales","inocybaceae","Inocybe","Inocybe hirtella",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","ino2"
"KR082190","Cluster 115","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","tul49"
"KR082191","Cluster 121","Neottia","Neottia ovata ","Agaricales","inocybaceae","Inocybe","Inocybe rimosa",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","ino3"
"KR082192","Cluster 123","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","the16"
"KR082194","Cluster 118","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","Sebacina","Sebacina allantoidea",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb18"
"KR082195","Cluster 114","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb19"
"KR082196","Cluster 122","Neottia","Neottia ovata ","Cantharellales","ceratobasidiaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","cer16"
"KR082198","Cluster 126","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","Tomentella","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","the17"
"KR082199","Cluster 124","Neottia","Neottia ovata ","Sebacinales","sebacinaceae","","",50.757651,5.8295,"ITS1OF-C, ITS1OF-T, ITS1OF","10.1111/mec.13236","Mycorrhizal diversity, seed germination and long-term changes in population size across nine populations of the terrestrial orchid Neottia ovata","Hans Jacquemyn, Michael Waud, Vincent S. F. T. Merckx, Bart Lievens, Rein Brys","",NA,NA,"","seb20"
